NO,식품명,식품대분류,식품상세분류,1회제공량,에너지(㎉),단백질(g),지방(g),탄수화물(g),총당류(g),나트륨(㎎)
293,글램핑 바비큐(나폴리M),빵류,피자류,127,328,15,-,-,8,644
294,글램핑 바비큐(나폴리L),빵류,피자류,126,312,16,-,-,10,734
295,글램핑 바비큐(씬 M),빵류,피자류,105,266,13,-,-,8,596
296,글램핑 바비큐(씬 L),빵류,피자류,103,273,13,-,-,9,591
297,글램핑 바비큐(슈퍼시드 함유 도우M),빵류,피자류,172,485,24,-,-,14,1006
298,글램핑 바비큐(슈퍼시드 함유 도우L),빵류,피자류,156,392,19,-,-,11,741
299,글램핑 바비큐 더블치즈엣지(오리지널 M),빵류,피자류,129,330,16,-,-,10,611
300,글램핑 바비큐 더블치즈엣지(오리지널 L),빵류,피자류,196,489,25,-,-,11,1071
301,더블크러스트 이베리코(더블 크러스트 L),빵류,피자류,152,387,19,-,-,9,844
302,더블크러스트 이베리코(더블 크러스트 M),빵류,피자류,130,345,12,-,-,10,465
303,리얼불고기(오리지널 L),빵류,피자류,164,420,14,-,-,14,564
304,리얼불고기(오리지널 M),빵류,피자류,115,280,13,-,-,5,520
305,리얼불고기(나폴리L),빵류,피자류,130,334,16,-,-,5,541
306,리얼불고기(나폴리M),빵류,피자류,181,430,23,-,-,8,946
307,리얼불고기(씬 L),빵류,피자류,149,365,20,-,-,6,676
308,리얼불고기(씬 M),빵류,피자류,139,396,22,-,-,6,838
309,리얼불고기(슈퍼시드 함유 도우L),빵류,피자류,111,313,15,-,-,5,597
310,리얼불고기(슈퍼시드 함유 도우M),빵류,피자류,116,292,14,-,-,6,561
311,리얼불고기 더블치즈엣지(오리지널 L),빵류,피자류,133,344,17,-,-,7,544
312,리얼불고기 더블치즈엣지(오리지널 M),빵류,피자류,144,350,18,-,-,4,669
313,문어밤 슈림프(오리지널 L),빵류,피자류,170,428,21,-,-,5,856
314,문어밤 슈림프(오리지널 M),빵류,피자류,117,280,15,-,-,7,600
315,문어밤 슈림프(나폴리L),빵류,피자류,143,323,18,-,-,7,708
316,문어밤 슈림프(나폴리M),빵류,피자류,186,430,22,-,-,11,1078
317,문어밤 슈림프(씬 L),빵류,피자류,111,254,15,-,-,7,596
318,문어밤 슈림프(씬 M),빵류,피자류,153,389,20,-,-,11,912
319,문어밤 슈림프(슈퍼시드 함유 도우L),빵류,피자류,130,333,19,-,-,8,794
320,문어밤 슈림프(슈퍼시드 함유 도우M),빵류,피자류,118,280,16,-,-,9,608
321,문어밤 슈림프 더블치즈엣지(오리지널 L),빵류,피자류,143,322,17,-,-,10,682
322,문어밤 슈림프 더블치즈엣지(오리지널 M),빵류,피자류,144,347,18,-,-,6,784
323,베스트 콰트로(오리지널 L),빵류,피자류,186,460,25,-,-,8,1024
324,베스트 콰트로(오리지널 M),빵류,피자류,134,312,13,-,-,6,598
325,베스트 콰트로(나폴리L),빵류,피자류,157,387,18,-,-,8,704
326,베스트 콰트로(나폴리M),빵류,피자류,107,259,12,-,-,5,499
327,베스트 콰트로(씬 L),빵류,피자류,129,306,15,-,-,7,698
328,베스트 콰트로(씬 M),빵류,피자류,181,457,19,-,-,9,868
329,베스트 콰트로(슈퍼시드 함유 도우L),빵류,피자류,112,274,12,-,-,6,540
330,베스트 콰트로(슈퍼시드 함유 도우M),빵류,피자류,132,322,13,-,-,12,517
331,베스트 콰트로 더블치즈엣지(오리지널 L),빵류,피자류,159,393,17,-,-,13,636
332,베스트 콰트로 더블치즈엣지(오리지널 M),빵류,피자류,160,384,19,-,-,7,732
333,베이컨체더치즈(오리지널 L),빵류,피자류,194,455,23,-,-,7,907
334,베이컨체더치즈(오리지널 M),빵류,피자류,114,311,14,-,-,4,399
335,베이컨체더치즈(나폴리L),빵류,피자류,129,356,18,-,-,5,529
336,베이컨체더치즈(나폴리M),빵류,피자류,176,465,24,-,-,5,696
337,베이컨체더치즈(씬 L),빵류,피자류,143,382,21,-,-,5,606
338,베이컨체더치즈(씬 M),빵류,피자류,147,437,22,-,-,4,671
339,베이컨체더치즈(슈퍼시드 함유 도우L),빵류,피자류,125,377,19,-,-,4,525
340,베이컨체더치즈(슈퍼시드 함유 도우M),빵류,피자류,113,307,14,-,-,6,455
341,베이컨체더치즈 더블치즈엣지(오리지널 L),빵류,피자류,129,355,17,-,-,7,500
342,베이컨체더치즈 더블치즈엣지(오리지널 M),빵류,피자류,135,364,18,-,-,4,508
343,불고기(오리지널 L),빵류,피자류,158,436,21,-,-,5,624
344,불고기(오리지널 M),빵류,피자류,121,291,15,-,-,6,406
345,불고기(나폴리L),빵류,피자류,129,319,16,-,-,6,441
346,불고기(나폴리M),빵류,피자류,177,421,2,-,-,7,696
347,불고기(씬 L),빵류,피자류,102,250,14,-,-,4,388
348,불고기(씬 M),빵류,피자류,162,394,22,-,-,8,649
349,불고기(슈퍼시드 함유 도우L),빵류,피자류,125,312,18,-,-,6,545
350,불고기(슈퍼시드 함유 도우M),빵류,피자류,121,301,15,-,-,8,400
351,불고기 더블치즈엣지(오리지널 L),빵류,피자류,134,342,16,-,-,8,458
352,불고기 더블치즈엣지(오리지널 M),빵류,피자류,139,350,18,-,-,5,490
353,블랙앵거스 스테이크(오리지널 L),빵류,피자류,158,405,21,-,-,6,571
354,블랙앵거스 스테이크(오리지널 M),빵류,피자류,126,307,14,-,-,7,471
355,블랙앵거스 스테이크(나폴리L),빵류,피자류,160,383,17,-,-,10,612
356,블랙앵거스 스테이크(나폴리M),빵류,피자류,103,248,12,-,-,7,440
357,블랙앵거스 스테이크(씬 L),빵류,피자류,121,296,14,-,-,8,555
358,블랙앵거스 스테이크(씬 M),빵류,피자류,169,459,20,-,-,11,736
359,블랙앵거스 스테이크(슈퍼시드 함유 도우L),빵류,피자류,103,266,12,-,-,7,413
360,블랙앵거스 스테이크(슈퍼시드 함유 도우M),빵류,피자류,126,301,14,-,-,9,487
361,블랙앵거스 스테이크 더블치즈엣지(오리지널 L),빵류,피자류,158,369,17,-,-,13,611
362,블랙앵거스 스테이크 더블치즈엣지(오리지널 M),빵류,피자류,156,388,19,-,-,8,743
363,블랙타이거 슈림프(오리지널 L),빵류,피자류,198,488,23,-,-,11,954
364,블랙타이거 슈림프(오리지널 M),빵류,피자류,123,288,13,-,-,8,568
365,블랙타이거 슈림프(나폴리M),빵류,피자류,191,453,20,-,-,14,863
366,블랙타이거 슈림프(나폴리L),빵류,피자류,159,358,18,-,-,13,819
367,블랙타이거 슈림프(씬 M),빵류,피자류,188,431,20,-,-,16,956
368,블랙타이거 슈림프(씬 L),빵류,피자류,125,308,14,-,-,12,674
369,블랙타이거 슈림프(슈퍼시드 함유 도우L),빵류,피자류,157,403,18,-,-,16,821
370,블랙타이거 슈림프 더블치즈엣지(오리지널 L),빵류,피자류,118,290,13,-,-,10,517
371,블랙타이거슈림프(슈퍼시드 함유 도우M),빵류,피자류,144,363,18,-,-,9,770
372,블랙타이거슈림프 더블치즈엣지(오리지널 M),빵류,피자류,193,468,21,-,-,18,884
373,슈퍼디럭스(오리지널 L),빵류,피자류,248,625,32,-,-,15,1362
374,슈퍼디럭스(오리지널 M),빵류,피자류,134,307,17,-,-,3,439
375,슈퍼디럭스(나폴리L),빵류,피자류,150,386,19,-,-,4,481
376,슈퍼디럭스(나폴리M),빵류,피자류,107,251,12,-,-,3,358
377,슈퍼디럭스(씬 L),빵류,피자류,118,282,15,-,-,3,408
378,슈퍼디럭스(씬 M),빵류,피자류,186,450,24,-,-,4,692
379,슈퍼디럭스(슈퍼시드 함유 도우L),빵류,피자류,155,393,20,-,-,4,542
380,슈퍼디럭스(슈퍼시드 함유 도우M),빵류,피자류,133,332,14,-,-,3,533
381,슈퍼디럭스 더블치즈엣지(오리지널 L),빵류,피자류,149,373,16,-,-,5,629
382,슈퍼디럭스 더블치즈엣지(오리지널 M),빵류,피자류,159,359,19,-,-,3,587
383,슈퍼슈프림(오리지널 L),빵류,피자류,188,452,24,-,-,3,669
384,슈퍼슈프림(오리지널 M),빵류,피자류,151,321,17,-,-,5,462
385,슈퍼슈프림(나폴리L),빵류,피자류,168,366,20,-,-,5,461
386,슈퍼슈프림(나폴리M),빵류,피자류,123,246,14,-,-,4,392
387,슈퍼슈프림(씬 L),빵류,피자류,139,291,16,-,-,5,494
388,슈퍼슈프림(씬 M),빵류,피자류,111,236,13,-,-,4,353
389,슈퍼슈프림(슈퍼시드 함유 도우L),빵류,피자류,120,251,15,-,-,5,376
390,슈퍼슈프림(슈퍼시드 함유 도우M),빵류,피자류,146,335,15,-,-,8,579
391,슈퍼슈프림 더블치즈엣지(오리지널 L),빵류,피자류,165,385,19,-,-,9,628
392,슈퍼슈프림 더블치즈엣지(오리지널 M),빵류,피자류,172,374,21,-,-,5,518
393,와규 앤 비스테카(오리지널 L),빵류,피자류,193,433,24,-,-,5,587
394,와규 앤 비스테카(오리지널 M),빵류,피자류,130,305,14,-,-,8,374
395,와규 앤 비스테카(나폴리L),빵류,피자류,154,377,16,-,-,7,387
396,와규 앤 비스테카(나폴리M),빵류,피자류,107,247,16,-,-,7,310
397,와규 앤 비스테카(씬 L),빵류,피자류,130,306,18,-,-,7,379
398,와규 앤 비스테카(씬 M),빵류,피자류,179,477,23,-,-,15,602
399,와규 앤 비스테카(슈퍼시드 함유 도우L),빵류,피자류,104,262,12,-,-,7,307
400,와규 앤 비스테카(슈퍼시드 함유 도우M),빵류,피자류,131,306,13,-,-,8,363
401,와규 앤 비스테카 더블치즈엣지(오리지널 L),빵류,피자류,156,354,16,-,-,9,399
402,와규 앤 비스테카 더블치즈엣지(오리지널 M),빵류,피자류,163,388,19,-,-,8,712
403,우리 고구마(오리지널 L),빵류,피자류,198,484,25,-,-,9,934
404,우리 고구마(오리지널 M),빵류,피자류,128,321,13,-,-,9,441
405,우리 고구마(나폴리L),빵류,피자류,157,372,15,-,-,14,552
406,우리 고구마(나폴리M),빵류,피자류,107,273,11,-,-,9,406
407,우리 고구마(씬 L),빵류,피자류,134,311,12,-,-,12,475
408,우리 고구마(씬 M),빵류,피자류,175,482,19,-,-,17,682
409,우리 고구마(슈퍼시드 함유 도우L),빵류,피자류,109,277,10,-,-,13,389
410,우리 고구마(슈퍼시드 함유 도우M),빵류,피자류,130,338,13,-,-,10,494
411,우리 고구마 더블치즈엣지(오리지널 L),빵류,피자류,166,399,15,-,-,17,529
412,우리 고구마 더블치즈엣지(오리지널 M),빵류,피자류,156,399,18,-,-,9,696
413,직화 스테이크(오리지널 L),빵류,피자류,193,482,22,-,-,14,829
414,직화 스테이크(오리지널 M),빵류,피자류,126,304,14,-,-,5,587
415,직화 스테이크(나폴리L),빵류,피자류,160,370,20,-,-,6,752
416,직화 스테이크(나폴리M),빵류,피자류,100,240,12,-,-,4,497
417,직화 스테이크(씬 L),빵류,피자류,134,314,16,-,-,6,668
418,직화 스테이크(씬 M),빵류,피자류,162,444,20,-,-,6,886
419,직화 스테이크(슈퍼시드 함유 도우L),빵류,피자류,110,308,14,-,-,4,552
420,직화 스테이크(슈퍼시드 함유 도우M),빵류,피자류,124,308,14,-,-,6,568
421,직화 스테이크 더블치즈엣지(오리지널 M),빵류,피자류,162,406,18,-,-,8,756
422,직화 스테이크 더블치즈엣지(오리지널 L),빵류,피자류,194,480,24,-,-,6,1006
423,치즈(오리지널 L),빵류,피자류,151,364,20,-,-,5,815
424,치즈(오리지널 M),빵류,피자류,191,466,24,-,-,7,638
425,치즈(나폴리L),빵류,피자류,112,285,15,-,-,5,403
426,치즈(나폴리M),빵류,피자류,136,352,19,-,-,6,574
427,치즈(씬 L),빵류,피자류,116,305,18,-,-,5,460
428,치즈(씬 M),빵류,피자류,110,314,17,-,-,5,423
429,치즈(슈퍼시드 함유 도우L),빵류,피자류,124,374,20,-,-,5,572
430,치즈(슈퍼시드 함유 도우M),빵류,피자류,191,491,24,-,-,11,626
431,치즈 더블치즈엣지(오리지널 L),빵류,피자류,112,292,14,-,-,7,345
432,치즈가든(오리지널 L),빵류,피자류,243,601,29,-,-,9,905
433,치즈가든(오리지널 M),빵류,피자류,109,250,10,-,-,5,353
434,치즈가든(나폴리L),빵류,피자류,132,287,14,-,-,6,412
435,치즈가든(나폴리M),빵류,피자류,171,363,16,-,-,7,591
436,치즈가든(씬 L),빵류,피자류,100,209,9,-,-,3,338
437,치즈가든(씬 M),빵류,피자류,137,303,12,-,-,6,432
438,치즈가든(슈퍼시드 함유 도우L),빵류,피자류,114,249,10,-,-,6,375
439,치즈가든(슈퍼시드 함유 도우M),빵류,피자류,109,245,11,-,-,5,372
440,치즈가든 더블치즈엣지(오리지널 L),빵류,피자류,129,296,11,-,-,6,433
441,치즈가든 더블치즈엣지(오리지널 M),빵류,피자류,138,316,15,-,-,4,536
442,치즈피자 더블치즈엣지(오리지널 M),빵류,피자류,168,380,19,-,-,5,681
443,페퍼로니(오리지널 L),빵류,피자류,145,397,20,-,-,5,539
444,페퍼로니(오리지널 M),빵류,피자류,102,271,14,-,-,4,401
445,페퍼로니(나폴리L),빵류,피자류,118,327,16,-,-,4,445
446,페퍼로니(나폴리M),빵류,피자류,148,426,24,-,-,5,680
447,페퍼로니(씬 L),빵류,피자류,127,384,20,-,-,4,558
448,페퍼로니(씬 M),빵류,피자류,131,386,22,-,-,4,567
449,페퍼로니(슈퍼시드 함유 도우L),빵류,피자류,109,336,18,-,-,4,503
450,페퍼로니(슈퍼시드 함유 도우M),빵류,피자류,105,283,14,-,-,4,348
451,페퍼로니 더블치즈엣지(오리지널 L),빵류,피자류,124,341,16,-,-,6,445
452,페퍼로니 더블치즈엣지(오리지널 M),빵류,피자류,124,341,16,-,-,4,480
453,포테이토(오리지널 L),빵류,피자류,147,403,20,-,-,4,576
454,포테이토(오리지널 M),빵류,피자류,139,322,15,-,-,4,380
455,포테이토(나폴리L),빵류,피자류,149,352,16,-,-,4,380
456,포테이토(나폴리M),빵류,피자류,115,260,15,-,-,3,332
457,포테이토(씬 L),빵류,피자류,122,292,16,-,-,3,338
458,포테이토(씬 M),빵류,피자류,103,224,12,-,-,3,298
459,포테이토(슈퍼시드 함유 도우L),빵류,피자류,109,243,12,-,-,3,296
460,포테이토(슈퍼시드 함유 도우M),빵류,피자류,139,317,15,-,-,5,349
461,포테이토 더블치즈엣지(오리지널 L),빵류,피자류,150,350,16,-,-,5,377
462,포테이토 더블치즈엣지(오리지널 M),빵류,피자류,154,362,18,-,-,3,459
463,핫치킨(오리지널 L),빵류,피자류,174,422,21,-,-,4,495
464,핫치킨(오리지널 M),빵류,피자류,119,287,13,-,-,9,601
465,핫치킨(나폴리L),빵류,피자류,144,346,15,-,-,13,684
466,핫치킨(나폴리M),빵류,피자류,188,466,22,-,-,15,1066
467,핫치킨(씬 L),빵류,피자류,114,274,14,-,-,8,588
468,핫치킨(씬 M),빵류,피자류,152,410,20,-,-,18,942
469,핫치킨(슈퍼시드 함유 도우L),빵류,피자류,132,323,15,-,-,14,736
470,핫치킨(슈퍼시드 함유 도우M),빵류,피자류,119,297,13,-,-,10,563
471,핫치킨 더블치즈엣지(오리지널 L),빵류,피자류,146,361,16,-,-,10,632
472,핫치킨 더블치즈엣지(오리지널 M),빵류,피자류,143,356,18,-,-,8,757
473,먹물 오징어링,튀김류,어패류튀김,182,441,22,-,-,9,873
474,슈퍼곡물 치킨(10조각),튀김류,치킨류,105,650,17,-,-,1,721
475,옥수수 버터구이(6개),구이류,채소류구이,178,481,36,-,-,4,1025
476,치킨퐁듀 그라탕,튀김류,치킨류,176,370,36,-,-,20,542
477,퀴노아 치킨 샐러드,생채및 무침류,샐러드,358,827,32,-,-,14,1965
478,트러플 리조또,밥류,리조또.그라탕류,137,121,8,-,-,10,153
479,포테이토 순살치킨(3조각),튀김류,치킨류,285,650,17,-,-,8,1123
480,프레시 코울슬로,생채및 무침류,샐러드,305,729,42,-,-,12,1199
481,프레시 콘샐러드,생채및 무침류,샐러드,100,133,1,-,-,9,158
482,프렌치 라따뚜이,기타,기타,100,135,2,-,-,11,315
483,하프&하프 스파게티 (NEW 치즈 & 화이트 크림),면 및 만두류,스파게티류,329,382,20,-,-,16,1237
484,화이트 크림 스파게티,면 및 만두류,스파게티류,395,705,28,-,-,11,1347
485,NEW 치즈 볼로네즈 스파게티,면 및 만두류,스파게티류,392,851,29,-,-,9,1258
486,티본스테이크&쉬림프(클래식)M,빵류,피자류,188,433,22,-,0,13,740
487,티본스테이크&쉬림프(클래식)L,빵류,피자류,101,226,11,-,0,7,380
488,티본스테이크&쉬림프(크런치)M,빵류,피자류,123,292,13,-,-,7,480
489,티본스테이크&쉬림프(크런치)L,빵류,피자류,121,292,13,-,-,7,460
490,티본스테이크&쉬림프(리치골드)M,빵류,피자류,118,286,14,-,-,7,480
491,티본스테이크&쉬림프(리치골드)L,빵류,피자류,113,274,13,-,-,7,460
492,티본스테이크&쉬림프(치즈크러스트)M,빵류,피자류,106,260,14,-,-,5,460
493,티본스테이크&쉬림프(치즈크러스트)L,빵류,피자류,105,254,13,-,-,5,430
494,더블치즈 티본스테이크(클래식)M,빵류,피자류,196,466,23,-,-,17,900
495,더블치즈 티본스테이크(클래식)L,빵류,피자류,199,471,22,-,-,19,880
496,더블치즈 티본스테이크(크런치)M,빵류,피자류,117,284,13,-,-,8,490
497,더블치즈 티본스테이크(크런치)L,빵류,피자류,118,285,13,-,-,8,480
498,더블치즈 티본스테이크(리치골드)M,빵류,피자류,115,282,14,-,-,8,520
499,더블치즈 티본스테이크(리치골드)L,빵류,피자류,110,267,13,-,-,8,480
500,더블치즈 티본스테이크(치즈크러스트)M,빵류,피자류,103,257,14,-,-,6,500
501,더블치즈 티본스테이크(치즈크러스트)L,빵류,피자류,101,248,13,-,-,6,460
502,쉬림프올인(클래식)M,빵류,피자류,192,392,23,-,-,6,650
503,쉬림프올인(클래식)L,빵류,피자류,100,207,12,-,-,3,330
504,쉬림프올인(크런치)M,빵류,피자류,117,274,12,-,-,5,430
505,쉬림프올인(크런치)L,빵류,피자류,124,290,13,-,-,5,450
506,쉬림프올인(리치골드)M,빵류,피자류,116,274,14,-,-,5,440
507,쉬림프올인(리치골드)L,빵류,피자류,116,270,13,-,-,5,420
508,쉬림프올인(치즈크러스트)M,빵류,피자류,104,247,13,-,-,3,400
509,쉬림프올인(치즈크러스트)L,빵류,피자류,107,249,13,-,-,3,400
510,갈릭버터쉬림프(클래식)M,빵류,피자류,187,440,21,-,-,9,640
511,갈릭버터쉬림프(클래식)L,빵류,피자류,101,233,11,-,-,5,340
512,갈릭버터쉬림프(크런치)M,빵류,피자류,120,294,13,-,-,6,450
513,갈릭버터쉬림프(크런치)L,빵류,피자류,127,312,14,-,-,6,480
514,갈릭버터쉬림프(리치골드)M,빵류,피자류,119,294,15,-,-,7,470
515,갈릭버터쉬림프(리치골드)L,빵류,피자류,118,293,15,-,-,6,460
516,갈릭버터쉬림프(치즈크러스트)M,빵류,피자류,107,266,14,-,-,4,420
517,갈릭버터쉬림프(치즈크러스트)L,빵류,피자류,110,271,14,-,-,4,420
518,토핑킹(크런치)M,빵류,피자류,118,297,13,-,-,6,510
519,토핑킹(크런치)L,빵류,피자류,123,310,14,-,-,6,530
520,토핑킹(리치골드)M,빵류,피자류,117,297,16,-,-,7,530
521,토핑킹(리치골드)L,빵류,피자류,114,291,15,-,-,6,510
522,토핑킹(치즈크러스트)M,빵류,피자류,105,270,14,-,-,4,480
523,토핑킹(치즈크러스트)L,빵류,피자류,106,269,14,-,-,4,460
524,치즈킹(크런치)M,빵류,피자류,123,322,15,-,-,5,520
525,치즈킹(크런치)L,빵류,피자류,126,331,15,-,-,5,530
526,치즈킹(리치골드)M,빵류,피자류,122,322,17,-,-,5,540
527,치즈킹(리치골드)L,빵류,피자류,117,311,17,-,-,5,520
528,치즈킹(치즈크러스트)M,빵류,피자류,110,295,16,-,-,3,490
529,치즈킹(치즈크러스트)L,빵류,피자류,109,290,16,-,-,3,470
530,큐브스테이크(크런치)M,빵류,피자류,121,304,12,-,-,6,510
531,큐브스테이크(크런치)L,빵류,피자류,129,321,13,-,-,7,550
532,큐브스테이크(리치골드)M,빵류,피자류,120,304,15,-,-,7,540
533,큐브스테이크(리치골드)L,빵류,피자류,121,301,14,-,-,7,540
534,큐브스테이크(치즈크러스트)M,빵류,피자류,108,276,14,-,-,4,490
535,큐브스테이크(치즈크러스트)L,빵류,피자류,113,280,13,-,-,5,490
536,갈릭마블 스테이크(크런치)M,빵류,피자류,118,284,12,-,-,5,464
537,갈릭마블 스테이크(크런치)L,빵류,피자류,124,300,13,-,-,5,479
538,갈릭마블 스테이크(리치골드)M,빵류,피자류,117,284,13,-,-,6,498
539,갈릭마블 스테이크(리치골드)L,빵류,피자류,116,300,14,-,-,5,480
540,갈릭마블 스테이크(치즈크러스트)M,빵류,피자류,105,257,13,-,-,3,471
541,갈릭마블 스테이크(치즈크러스트)L,빵류,피자류,107,259,13,-,-,3,457
542,쉬림프&스테이크 올인(크런치)M,빵류,피자류,117,278,12,-,-,5,-
543,쉬림프&스테이크 올인(크런치)L,빵류,피자류,123,294,13,-,-,5,-
544,쉬림프&스테이크 올인(리치골드)M,빵류,피자류,119,292,14,-,-,5,-
545,쉬림프&스테이크 올인(리치골드)L,빵류,피자류,119,290,14,-,-,5,-
546,쉬림프&스테이크 올인(치즈크러스트)M,빵류,피자류,104,250,13,-,-,3,-
547,쉬림프&스테이크 올인(치즈크러스트)L,빵류,피자류,106,253,13,-,-,3,-
548,직화불고기(크런치)M,빵류,피자류,108,296,13,-,-,5,430
549,직화불고기(크런치)L,빵류,피자류,113,308,13,-,-,5,450
550,직화불고기(리치골드)M,빵류,피자류,107,296,15,-,-,6,450
551,직화불고기(리치골드)L,빵류,피자류,104,289,14,-,-,5,430
552,직화불고기(치즈크러스트)M,빵류,피자류,191,536,28,-,-,6,800
553,직화불고기(치즈크러스트)L,빵류,피자류,192,535,26,-,-,6,770
554,수퍼슈프림(크런치)M,빵류,피자류,115,285,12,-,-,4,423
555,수퍼슈프림(크런치)L,빵류,피자류,126,309,13,-,-,5,462
